timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-02-14T17:19:17,codecarbon,fc5f6c1e-4bb7-45f3-a41e-c7490fd449e1,0.0396554470062255,2.95996241726944e-09,7.464201366346344e-05,22.5,3.531,5.8129706382751465,2.1791011095047002e-07,7.217278281847636e-09,2.5620274807162487e-09,2.2768941671303387e-07,Sweden,SWE,jönköping,,,Linux-5.10.102.1-microsoft-standard-WSL2-x86_64-with-glibc2.29,3.8.10,16,Intel(R) Core(TM) i7-10875H CPU @ 2.30GHz,1,1 x NVIDIA GeForce RTX 2060 with Max-Q Design,13.85,57.3833,15.50125503540039,machine,N
2023-02-14T17:19:39,codecarbon,e28f3a0c-79f9-4ef9-a571-631e957e670a,0.1449284553527832,1.597498314574176e-08,0.00011022668465523651,22.5,3.601,5.8129706382751465,8.941292762756347e-07,1.2893299486902024e-07,2.057825862200957e-07,1.2288448573647506e-06,Sweden,SWE,jönköping,,,Linux-5.10.102.1-microsoft-standard-WSL2-x86_64-with-glibc2.29,3.8.10,16,Intel(R) Core(TM) i7-10875H CPU @ 2.30GHz,1,1 x NVIDIA GeForce RTX 2060 with Max-Q Design,13.85,57.3833,15.50125503540039,machine,N
